Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Headache,100,69,100,17,100,52
Myocardial_infarction,99,70,100,9,98,61
Influenza,96,48,100,20,93,28
Malaria,72,60,100,10,66,50
Malnutrition,92,26,100,8,89,18
Obesity,77,47,100,14,67,33
Pneumonia,99,100,100,36,98,64
Polio,100,30,100,18,100,12
Sexually_transmitted_infection,77,13,100,4,67,9
HIV/AIDS,0,0,0,0,0,0
Smallpox,97,31,100,7,96,24
Stroke,97,99,100,20,96,79
Tuberculosis,94,106,100,12,94,94
Diabetes,74,87,100,7,71,80
Chemistry,45,135,0,0,45,135
Inorganic_chemistry,26,69,0,0,26,69
Biochemistry,34,93,0,0,34,93
Chemical_compound,0,0,0,0,0,0
Acid,60,5,0,0,60,5
Base_(chemistry),100,2,0,0,100,2
Salt,86,81,0,0,86,81
Chemical_element,100,1,0,0,100,1
Periodic_table,100,5,0,0,100,5
Aluminium,98,200,0,0,98,200
Carbon,57,7,0,0,57,7
Copper,96,68,0,0,96,68
Gold,54,112,0,0,54,112
Hydrogen,53,17,0,0,53,17
Iron,88,59,0,0,88,59
Nitrogen,89,9,0,0,89,9
Oxygen,100,7,0,0,100,7
Silver,78,51,0,0,78,51
Tin,89,9,0,0,89,9
Organic_chemistry,26,81,0,0,26,81
Alcohol,0,0,0,0,0,0
Carbohydrate,80,5,0,0,80,5
Lipid,80,5,0,0,80,5
Molecule,33,6,0,0,33,6
Analytical_chemistry,27,59,0,0,27,59
Physical_chemistry,23,73,0,0,23,73
Climate,46,13,0,0,46,13
Earth_water_cycle,0,0,0,0,0,0
El_Niño–Southern_Oscillation,100,3,0,0,100,3
Climate_change,56,117,0,0,56,117
Earthquake,40,5,0,0,40,5
Geology,44,113,0,0,44,113
Mineral,83,23,0,0,83,23
Diamond,78,40,0,0,78,40
Plate_tectonics,54,13,0,0,54,13
Rock,0,2,0,0,0,2
Natural_disaster,17,6,0,0,17,6
Flood,75,4,0,0,75,4
Tsunami,100,2,0,0,100,2
Volcano,100,52,0,0,100,52
Weather,62,24,0,0,62,24
Cloud,50,2,0,0,50,2
Rain,33,3,0,0,33,3
Snow,60,5,0,0,60,5
Tornado,64,14,0,0,64,14
Tropical_cyclone,100,6,0,0,100,6
Wind,0,1,0,0,0,1
Physics,58,204,0,0,58,204
Acceleration,100,1,0,0,100,1
Atom,100,3,0,0,100,3
Energy,89,144,0,0,89,144
Conservation_of_energy,100,3,0,0,100,3
Electromagnetic_radiation,75,4,0,0,75,4
Infrared,88,16,0,0,88,16
Ultraviolet,71,7,0,0,71,7
Light,50,2,0,0,50,2
Color,100,5,0,0,100,5
Classical_mechanics,60,15,0,0,60,15
Force,0,0,0,0,0,0
Electromagnetism,35,43,0,0,35,43
Magnetic_field,33,3,0,0,33,3
Gravity,45,20,0,0,45,20
Strong_interaction,100,3,0,0,100,3
Weak_interaction,60,5,0,0,60,5
Magnet,67,9,0,0,67,9
Mass,0,0,0,0,0,0
Metal,99,83,0,0,99,83
Steel,96,255,0,0,96,255
Nuclear_fission,100,5,0,0,100,5
State_of_matter,0,0,0,0,0,0
Gas,100,13,0,0,100,13
Liquid,100,2,0,0,100,2
Plasma,0,0,0,0,0,0
Solid,100,1,0,0,100,1
Quantum_mechanics,48,90,0,0,48,90
Radioactive_decay,47,15,0,0,47,15
General_relativity,38,65,0,0,38,65
Special_relativity,71,7,0,0,71,7
Semiconductor,78,128,0,0,78,128
Sound,78,9,0,0,78,9
Velocity,100,1,0,0,100,1
Speed_of_light,100,1,0,0,100,1
Temperature,100,1,0,0,100,1
Time,100,5,0,0,100,5
Thermodynamics,27,52,0,0,27,52
Vacuum,57,7,0,0,57,7
Mathematics,57,260,0,0,57,260
Arithmetic,100,2,0,0,100,2
Logarithm,100,4,0,0,100,4
Number,100,1,0,0,100,1
Number_theory,64,90,0,0,64,90
Algebra,38,37,0,0,38,37
Complex_number,100,2,0,0,100,2
Equation,0,0,0,0,0,0
Linear_algebra,33,12,0,0,33,12
Geometry,43,68,0,0,43,68
Angle,50,2,0,0,50,2
Area,100,2,0,0,100,2
Coordinate_system,100,1,0,0,100,1
Pi,100,5,0,0,100,5
Pythagorean_theorem,100,1,0,0,100,1
Symmetry,73,11,0,0,73,11
Trigonometry,57,7,0,0,57,7
Mathematical_analysis,41,49,0,0,41,49
Differential_equation,35,26,0,0,35,26
Numerical_analysis,29,86,0,0,29,86
Probability,42,36,0,0,42,36
Statistics,30,106,0,0,30,106
Function_(mathematics),100,1,0,0,100,1
Infinity,100,3,0,0,100,3
Mathematical_proof,50,2,0,0,50,2
Set_theory,70,27,0,0,70,27
Society,67,24,0,0,67,24
Civilization,75,4,0,0,75,4
Education,70,442,0,0,70,442
Behavior,43,7,0,0,43,7
Emotion,35,20,0,0,35,20
Love,75,16,0,0,75,16
Mind,75,4,0,0,75,4
Psychology,65,307,0,0,65,307
Thought,100,5,0,0,100,5
Family,17,60,0,0,17,60
Child,40,85,0,0,40,85
Man,83,6,0,0,83,6
Marriage,47,17,0,0,47,17
Woman,67,18,0,0,67,18
Politics,68,394,0,0,68,394
Colonialism,30,37,0,0,30,37
Diplomacy,72,86,0,0,72,86
Government,56,135,0,0,56,135
Democracy,32,122,0,0,32,122
Dictatorship,14,7,0,0,14,7
Monarchy,2,52,0,0,2,52
Republic,4,54,0,0,4,54
Ideology,86,14,0,0,86,14
Anarchism,39,119,0,0,39,119
Capitalism,58,38,0,0,58,38
Communism,24,90,0,0,24,90
Conservatism,21,100,0,0,21,100
Fascism,22,73,0,0,22,73
Liberalism,30,104,0,0,30,104
Marxism,58,149,0,0,58,149
Nationalism,25,80,0,0,25,80
Socialism,35,114,0,0,35,114
Imperialism,80,10,0,0,80,10
State_(polity),60,5,0,0,60,5
Political_party,67,6,0,0,67,6
Propaganda,79,29,0,0,79,29
Economics,61,363,0,0,61,363
Capital,0,0,0,0,0,0
Currency,83,6,0,0,83,6
Euro,100,52,0,0,100,52
United_States_dollar,75,56,0,0,75,56
Secondary_sector_of_the_economy,100,2,0,0,100,2
Money,100,2,0,0,100,2
Tax,84,55,0,0,84,55
Trade,84,49,0,0,84,49
Law,80,280,0,0,80,280
Constitution,12,8,0,0,12,8
African_Union,51,47,81,21,27,26
Arab_League,50,26,62,16,30,10
ASEAN,0,9,0,0,0,9
Commonwealth_of_Nations,59,56,50,12,61,44
European_Union,72,294,60,53,74,241
International_Red_Cross_and_Red_Crescent_Movement,67,30,0,0,67,30
NATO,25,102,100,6,21,96
Nobel_Prize,72,18,38,8,100,10
OPEC,50,2,50,2,0,0
United_Nations,40,214,53,15,39,199
International_Court_of_Justice,50,4,0,0,50,4
International_Monetary_Fund,79,38,85,13,76,25
UNESCO,52,97,100,7,48,90
World_Health_Organization,83,113,100,7,82,106
World_Bank,95,37,0,0,95,37
World_Trade_Organization,94,18,90,10,100,8
Military,73,237,0,0,73,237
Peace,73,11,0,0,73,11
Terrorism,70,46,0,0,70,46
War,70,50,0,0,70,50
Civil_war,50,2,0,0,50,2
Abortion,88,8,0,0,88,8
Capital_punishment,100,107,0,0,100,107
Discrimination,75,8,0,0,75,8
Racism,73,22,0,0,73,22
Feminism,57,276,0,0,57,276
Globalization,79,34,0,0,79,34
Human_rights,59,193,0,0,59,193
Poverty,53,17,0,0,53,17
Slavery,79,24,0,0,79,24
Technology,68,215,0,0,68,215
Biotechnology,67,144,0,0,67,144
Clothing,97,113,0,0,97,113
Cotton,60,25,0,0,60,25
Engineering,76,291,0,0,76,291
Machine,100,69,0,0,100,69
Robot,61,28,0,0,61,28
Screw,100,2,0,0,100,2
Wheel,100,9,0,0,100,9
Metallurgy,46,138,0,0,46,138
Nanotechnology,61,121,0,0,61,121
Communication,82,149,0,0,82,149
Information,56,9,0,0,56,9
Encyclopedia,72,89,0,0,72,89
Journalism,53,248,0,0,53,248
Newspaper,88,224,0,0,88,224
Library,86,65,0,0,86,65
Book,94,139,0,0,94,139
Printing,91,144,0,0,91,144
Telephone,99,70,0,0,99,70
Electronics,66,185,0,0,66,185
Electric_current,0,0,0,0,0,0
Frequency,0,0,0,0,0,0
Capacitor,100,15,0,0,100,15
Inductor,100,4,0,0,100,4
Transistor,100,6,0,0,100,6
Diode,100,4,0,0,100,4
Resistor,100,3,0,0,100,3
Transformer,92,12,0,0,92,12
Computer,76,129,0,0,76,129
Hard_disk_drive,100,25,0,0,100,25
Central_processing_unit,100,15,0,0,100,15
Artificial_intelligence,61,246,0,0,61,246
Information_technology,73,213,0,0,73,213
Algorithm,36,44,0,0,36,44
Internet,81,209,0,0,81,209
Email,57,23,0,0,57,23
World_Wide_Web,80,71,0,0,80,71
Operating_system,47,34,0,0,47,34
Programming_language,29,78,0,0,29,78
Software,84,160,0,0,84,160
Renewable_energy,88,126,0,0,88,126
Electricity,94,155,0,0,94,155
Nuclear_power,89,54,0,0,89,54
Fossil_fuel,97,62,0,0,97,62
Internal_combustion_engine,76,42,0,0,76,42
Steam_engine,93,72,0,0,93,72
Fire,67,6,0,0,67,6
Glass,97,71,0,0,97,71
Paper,98,56,0,0,98,56
Plastic,98,42,0,0,98,42
Wood,98,47,0,0,98,47
Transport,91,169,0,0,91,169
Aircraft,93,70,0,0,93,70
Bicycle,98,122,0,0,98,122
Car,82,166,0,0,82,166
Submarine,99,115,0,0,99,115
Ship,100,40,0,0,100,40
Train,83,24,0,0,83,24
Weapon,97,62,0,0,97,62
Sword,98,53,0,0,98,53
Firearm,90,116,0,0,90,116
Machine_gun,98,41,0,0,98,41
Nuclear_weapon,95,55,0,0,95,55
Tank,84,25,0,0,84,25
Explosive,94,35,0,0,94,35
Gunpowder,100,8,0,0,100,8
