Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
High_jump,0,0,0,0,0,0
Hurdling,100,1,0,0,100,1
Javelin_throw,100,2,0,0,100,2
Long_jump,50,2,0,0,50,2
Running,50,10,0,0,50,10
Marathon,20,10,0,0,20,10
Pole_vault,75,4,0,0,75,4
Shot_put,33,3,0,0,33,3
Ice_skating,20,5,0,0,20,5
Figure_skating,33,27,100,2,28,25
Speed_skating,56,9,100,1,50,8
Roller_skating,0,4,0,0,0,4
Skateboarding,55,33,100,1,53,32
Canoeing,55,11,100,1,50,10
Diving,0,0,0,0,0,0
Rowing_(sport),52,48,100,6,45,42
Swimming,40,5,0,0,40,5
Water_polo,94,32,100,11,90,21
Angling,33,9,0,0,33,9
Archery,12,25,0,0,12,25
Auto_racing,59,153,100,1,59,152
Formula_One,52,64,0,0,52,64
NASCAR,30,43,0,0,30,43
Motorcycle_sport,25,4,0,0,25,4
Badminton,97,63,100,6,96,57
Bodybuilding,2,55,100,1,0,54
Boules,100,5,0,0,100,5
Pétanque,100,2,100,2,0,0
Bowling,38,40,0,0,38,40
Cue_sports,80,35,100,6,76,29
Cycling,79,28,0,0,79,28
Mountain_bike,100,4,0,0,100,4
Time_trial,0,0,0,0,0,0
Tour_de_France,100,3,0,0,100,3
Equestrianism,24,46,0,0,24,46
Dressage,33,9,100,3,0,6
Horse_racing,50,58,100,3,47,55
Rodeo,6,32,100,1,3,31
Show_jumping,62,8,100,3,40,5
Fencing,69,29,100,9,55,20
Foil_(fencing),67,3,0,0,67,3
Sabre_(fencing),100,2,0,0,100,2
Golf,79,81,100,6,77,75
Gymnastics,71,51,100,11,62,40
Rhythmic_gymnastics,44,9,100,1,38,8
Floor_(gymnastics),100,2,0,0,100,2
Somersault,0,0,0,0,0,0
Trampoline,67,3,0,0,67,3
Vault_(gymnastics),100,2,0,0,100,2
Modern_pentathlon,100,1,100,1,0,0
Mountaineering,38,99,0,0,38,99
Orienteering,97,30,100,3,96,27
Shooting_sports,37,30,100,1,34,29
Skiing,21,39,0,0,21,39
Alpine_skiing,22,76,100,7,14,69
Biathlon,69,13,100,7,33,6
Nordic_skiing,100,13,0,0,100,13
Ski_jumping,41,22,100,5,24,17
Slalom_skiing,0,50,0,0,0,50
Ski,96,23,0,0,96,23
Sled,100,2,0,0,100,2
Bobsleigh,60,10,100,4,33,6
Luge,100,4,100,4,0,0
Snooker,56,18,100,7,27,11
Snowboarding,35,20,100,1,32,19
Squash_(sport),81,21,100,2,79,19
Surfing,65,23,100,5,56,18
Table_tennis,91,65,100,2,90,63
Tennis,76,88,100,6,74,82
Racket_(sports_equipment),100,21,0,0,100,21
Triathlon,43,14,100,2,33,12
Olympic_weightlifting,44,9,100,3,17,6
Martial_arts,23,107,0,0,23,107
Boxing,13,98,0,0,13,98
Judo,78,9,100,1,75,8
Karate,44,18,100,3,33,15
Kickboxing,71,38,100,2,69,36
Mixed_martial_arts,69,87,100,1,69,86
Taekwondo,69,16,100,3,62,13
Wrestling,6,78,0,0,6,78
Freestyle_wrestling,50,4,0,0,50,4
Greco-Roman_wrestling,50,2,0,0,50,2
Sumo,75,4,100,3,0,1
Wushu_(sport),83,6,100,3,67,3
Paleontology,42,143,0,0,42,143
Dinosaur,80,10,0,0,80,10
Allosaurus,100,1,0,0,100,1
Ankylosaurus,0,0,0,0,0,0
Apatosaurus,100,1,0,0,100,1
Brachiosaurus,100,1,0,0,100,1
Diplodocus,100,1,0,0,100,1
Stegosaurus,0,0,0,0,0,0
Triceratops,0,1,0,0,0,1
Tyrannosaurus,50,4,0,0,50,4
Velociraptor,50,2,0,0,50,2
Biology,50,125,0,0,50,125
Botany,48,204,0,0,48,204
Zoology,35,127,0,0,35,127
Taxonomy_(biology),57,112,0,0,57,112
Systematics,35,52,0,0,35,52
Species,100,1,0,0,100,1
Genus,100,7,0,0,100,7
Family_(biology),0,0,0,0,0,0
Order_(biology),0,0,0,0,0,0
Class_(biology),0,0,0,0,0,0
Phylum,0,0,0,0,0,0
Kingdom_(biology),100,2,0,0,100,2
Domain_(biology),0,0,0,0,0,0
Evolution,56,103,0,0,56,103
Natural_selection,100,5,0,0,100,5
Sexual_selection,83,6,0,0,83,6
Genetics,60,141,0,0,60,141
DNA,86,28,0,0,86,28
RNA,70,20,0,0,70,20
Gene,100,6,0,0,100,6
Genome,29,7,0,0,29,7
Genetic_drift,100,2,0,0,100,2
Heredity,91,11,0,0,91,11
Mutation,70,33,0,0,70,33
Molecular_biology,26,90,0,0,26,90
DNA_sequencing,85,13,0,0,85,13
Life,67,3,0,0,67,3
Death,62,13,0,0,62,13
Abiogenesis,74,19,0,0,74,19
Microbiology,29,80,0,0,29,80
Mycology,20,100,0,0,20,100
Adaptation,0,1,0,0,0,1
Phylogenetics,19,16,0,0,19,16
Organism,0,0,0,0,0,0
Eukaryote,98,56,0,0,98,56
Biodiversity,56,32,0,0,56,32
Symbiosis,43,7,0,0,43,7
Competition_(biology),100,1,0,0,100,1
Herbivore,0,0,0,0,0,0
Parasitism,83,6,0,0,83,6
Predation,100,1,0,0,100,1
Biome,0,0,0,0,0,0
Food_chain,100,2,0,0,100,2
Habitat,100,2,0,0,100,2
Invasive_species,67,3,0,0,67,3
Ecological_niche,100,1,0,0,100,1
Ecology,49,104,0,0,49,104
Ecosystem,67,6,0,0,67,6
Endangered_species,80,5,0,0,80,5
Extinction,78,41,0,0,78,41
Extremophile,100,1,0,0,100,1
Population,0,0,0,0,0,0
Trophic_level,0,0,0,0,0,0
alpha-amylase,0,0,0,0,0,0
Biomolecule,100,1,0,0,100,1
Biological_pigment,0,0,0,0,0,0
Carotenoid,100,3,0,0,100,3
Chlorophyll,100,2,0,0,100,2
Melanin,100,1,100,1,0,0
Carbohydrate,80,5,0,0,80,5
Cellulose,100,5,0,0,100,5
Starch,100,32,0,0,100,32
Sugar,98,137,0,0,98,137
Fat,80,15,0,0,80,15
Fatty_acid,100,2,0,0,100,2
Lipid,80,5,0,0,80,5
Protein,65,17,0,0,65,17
Enzyme,79,14,0,0,79,14
Hemoglobin,100,4,0,0,100,4
Amino_acid,100,1,0,0,100,1
Hormone,71,7,0,0,71,7
Estrogen,100,5,0,0,100,5
Testosterone,100,6,100,3,100,3
Alkaloid,67,3,0,0,67,3
Lactose,100,6,100,5,100,1
Chitin,100,1,0,0,100,1
Glycogen,0,0,0,0,0,0
Cholesterol,100,8,100,3,100,5
Nucleic_acid,100,6,0,0,100,6
Adrenaline,100,8,0,0,100,8
Pheromone,75,4,0,0,75,4
Plant_hormone,50,2,0,0,50,2
Prion,92,12,100,2,90,10
Archaea,91,23,0,0,91,23
Bacteria,98,61,0,0,98,61
Escherichia_coli,89,9,0,0,89,9
Protist,80,5,0,0,80,5
Virus,89,9,0,0,89,9
HIV,72,71,0,0,72,71
Photosynthesis,58,19,0,0,58,19
Transpiration,0,0,0,0,0,0
Plant_reproduction,0,2,0,0,0,2
Gametophyte,0,0,0,0,0,0
Pollination,0,2,0,0,0,2
Alternation_of_generations,100,1,0,0,100,1
Sporophyte,0,0,0,0,0,0
Plant_cell,0,0,0,0,0,0
Cell_wall,100,1,0,0,100,1
Bark,0,0,0,0,0,0
Berry,100,6,0,0,100,6
Flower,100,9,0,0,100,9
Pollen,100,1,0,0,100,1
Fruit,99,67,0,0,99,67
Leaf,100,1,0,0,100,1
Root,0,0,0,0,0,0
Seed,95,19,0,0,95,19
Stoma,100,1,0,0,100,1
Herbaceous_plant,100,1,0,0,100,1
Liana,0,0,0,0,0,0
Shrub,0,0,0,0,0,0
Tree,0,0,0,0,0,0
Plant_stem,0,0,0,0,0,0
Trunk_(botany),100,2,0,0,100,2
Wood,98,47,0,0,98,47
Epidermis_(botany),0,0,0,0,0,0
Ground_tissue,0,0,0,0,0,0
Meristem,0,2,0,0,0,2
Vascular_tissue,0,1,0,0,0,1
Vascular_cambium,0,0,0,0,0,0
Hypha,0,0,0,0,0,0
Mycelium,0,0,0,0,0,0
Fungus,97,71,0,0,97,71
Mushroom,81,26,0,0,81,26
Ascomycota,100,152,0,0,100,152
Basidiomycota,100,56,0,0,100,56
Zygomycota,100,18,0,0,100,18
Agaricus,0,0,0,0,0,0
Boletus_edulis,0,0,0,0,0,0
Chanterelle,0,0,0,0,0,0
Pleurotus_ostreatus,0,0,0,0,0,0
Shiitake,100,10,0,0,100,10
Truffle,100,5,0,0,100,5
Amanita_muscaria,0,0,0,0,0,0
Amanita_phalloides,0,0,0,0,0,0
Plant,98,62,0,0,98,62
Fern,35,17,0,0,35,17
Marchantiophyta,0,1,0,0,0,1
Moss,30,10,0,0,30,10
Equisetum,0,0,0,0,0,0
Flowering_plant,95,55,0,0,95,55
Geranium,0,0,0,0,0,0
Lilium,0,0,0,0,0,0
Convolvulaceae,0,0,0,0,0,0
Asparagales,100,15,0,0,100,15
Agave,100,1,0,0,100,1
Aloe,100,1,0,0,100,1
Gladiolus,100,1,0,0,100,1
Iridaceae,100,1,0,0,100,1
Lily_of_the_valley,0,0,0,0,0,0
Narcissus_(plant),100,1,0,0,100,1
Orchid,29,21,0,0,29,21
Yucca,0,0,0,0,0,0
Alismatales,100,2,0,0,100,2
Araceae,0,2,0,0,0,2
Anthurium,0,0,0,0,0,0
Ericales,100,1,0,0,100,1
Ericaceae,50,2,0,0,50,2
Rhododendron,67,3,0,0,67,3
Theaceae,0,0,0,0,0,0
Camellia,100,1,0,0,100,1
Primulaceae,0,0,0,0,0,0
Asterales,100,5,0,0,100,5
Asteraceae,22,9,0,0,22,9
Chrysanthemum,100,1,0,0,100,1
Dahlia,0,1,0,0,0,1
Bellis_perennis,0,0,0,0,0,0
Taraxacum,0,0,0,0,0,0
Common_sunflower,0,0,0,0,0,0
Tagetes,0,0,0,0,0,0
Campanulaceae,0,0,0,0,0,0
Gentianales,0,0,0,0,0,0
Apocynaceae,0,0,0,0,0,0
Brassicales,100,3,0,0,100,3
Cucurbitaceae,0,1,0,0,0,1
Poales,100,1,0,0,100,1
Poaceae,50,6,0,0,50,6
Bamboo,100,6,0,0,100,6
Rosales,100,2,0,0,100,2
Rosaceae,40,5,0,0,40,5
Almond,100,58,0,0,100,58
Rose,58,12,0,0,58,12
Ulmaceae,0,0,0,0,0,0
Elm,0,1,0,0,0,1
Lamiales,100,3,0,0,100,3
Lamiaceae,60,5,0,0,60,5
Oleaceae,0,1,0,0,0,1
Fraxinus,100,1,0,0,100,1
Salvia,0,0,0,0,0,0
Malpighiales,100,2,0,0,100,2
Euphorbiaceae,0,1,0,0,0,1
Poinsettia,0,0,0,0,0,0
Viola_(plant),33,3,0,0,33,3
Malvaceae,0,0,0,0,0,0
Adansonia,100,1,0,0,100,1
Myrtales,0,0,0,0,0,0
Myrtaceae,50,2,0,0,50,2
Eucalyptus,0,0,0,0,0,0
Fagales,100,1,0,0,100,1
Betulaceae,0,0,0,0,0,0
Alder,0,0,0,0,0,0
Birch,0,0,0,0,0,0
Hazel,0,0,0,0,0,0
Hornbeam,0,0,0,0,0,0
Fagaceae,0,1,0,0,0,1
Chestnut,100,9,0,0,100,9
Beech,0,0,0,0,0,0
Oak,90,10,0,0,90,10
Juglandaceae,0,0,0,0,0,0
Sapindales,100,12,0,0,100,12
Cashew,100,20,0,0,100,20
Arecaceae,62,8,0,0,62,8
Coconut,100,55,0,0,100,55
Nelumbo,0,0,0,0,0,0
Platanus,0,0,0,0,0,0
Cornus,0,0,0,0,0,0
Fabales,100,2,0,0,100,2
Fabaceae,0,2,0,0,0,2
Moraceae,0,0,0,0,0,0
Cedrus,100,2,0,0,100,2
Cypress,0,1,0,0,0,1
Fir,0,0,0,0,0,0
Juniper,60,5,0,0,60,5
Pine,100,2,0,0,100,2
Spruce,100,2,0,0,100,2
Apple,71,66,0,0,71,66
Apricot,100,12,0,0,100,12
Avocado,76,25,0,0,76,25
Banana,100,36,0,0,100,36
Bramble,0,0,0,0,0,0
Breadfruit,100,3,0,0,100,3
Cherry,93,14,0,0,93,14
Citrus,91,23,0,0,91,23
Kumquat,0,0,0,0,0,0
Lemon,97,63,0,0,97,63
Lime_(fruit),100,23,0,0,100,23
Orange_(fruit),86,22,0,0,86,22
Fig,80,10,0,0,80,10
Cucumber,100,35,0,0,100,35
Cranberry,100,5,0,0,100,5
Red_currant,0,0,0,0,0,0
Blackcurrant,100,6,0,0,100,6
Date,0,0,0,0,0,0
Eggplant,100,45,0,0,100,45
Grape,100,5,0,0,100,5
Guava,100,5,0,0,100,5
Jackfruit,100,9,0,0,100,9
Kiwifruit,100,2,0,0,100,2
Lychee,0,2,0,0,0,2
Mango,94,16,0,0,94,16
Morus_(plant),100,3,0,0,100,3
Olive,96,26,0,0,96,26
Papaya,100,8,0,0,100,8
Peach,93,14,0,0,93,14
Pear,90,10,0,0,90,10
Pineapple,93,28,0,0,93,28
Pomegranate,89,9,0,0,89,9
Strawberry,83,23,0,0,83,23
Watermelon,100,7,0,0,100,7
Beet,75,8,0,2,100,6
Chard,71,7,0,2,100,5
Leek,97,29,0,1,100,28
Shallot,98,44,0,1,100,43
Carrot,100,52,0,0,100,52
Celery,96,26,0,1,100,25
Cumin,100,44,0,0,100,44
Artichoke,100,5,0,0,100,5
Jerusalem_artichoke,0,0,0,0,0,0
Chicory,0,3,0,0,0,3
Endive,100,2,0,0,100,2
Lettuce,87,30,0,0,87,30
Eruca_vesicaria,100,1,0,0,100,1
Cabbage,98,47,50,2,100,45
Cauliflower,87,15,33,3,100,12
Broccoli,89,9,50,2,100,7
Kohlrabi,67,3,0,1,100,2
Radish,50,8,0,0,50,8
Rutabaga,88,8,0,1,100,7
Turnip,100,6,0,0,100,6
Chili_pepper,100,52,0,0,100,52
Potato,53,106,0,0,53,106
Tomato,92,60,0,0,92,60
Legume,100,13,0,0,100,13
Pea,92,26,0,0,92,26
Bean,100,52,0,0,100,52
Vicia_faba,100,13,0,0,100,13
Soybean,100,40,0,0,100,40
Phaseolus_vulgaris,65,20,0,0,65,20
Peanut,98,45,0,0,98,45
Asparagus,100,5,0,0,100,5
Cassava,100,38,0,0,100,38
Okra,100,10,0,0,100,10
Portulaca_oleracea,100,1,0,0,100,1
Sorrel,100,5,0,0,100,5
Sweet_potato,100,34,0,0,100,34
Barley,96,28,0,0,96,28
Maize,86,78,0,0,86,78
Oat,100,13,0,0,100,13
Rice,97,88,0,0,97,88
Sorghum,100,12,0,0,100,12
Wheat,97,62,0,0,97,62
Spelt,100,2,0,0,100,2
Millet,100,16,0,0,100,16
Rye,96,25,0,0,96,25
Buckwheat,100,20,0,0,100,20
Amaranth,100,2,0,0,100,2
Quinoa,0,0,0,0,0,0
Action_potential,100,1,0,0,100,1
Animal_communication,0,3,0,0,0,3
Breathing,100,1,0,0,100,1
Digestion,100,3,100,1,100,2
Cell_cycle,60,10,0,0,60,10
Cell_division,0,1,0,0,0,1
Reproduction,67,3,0,0,67,3
Development_of_the_human_body,100,2,0,0,100,2
Developmental_biology,26,61,0,0,26,61
Asexual_reproduction,0,0,0,0,0,0
Sexual_reproduction,0,0,0,0,0,0
Pregnancy,96,28,100,17,91,11
Sex,89,9,0,0,89,9
Female,93,56,0,0,93,56
Male,94,53,0,0,94,53
Menstruation,100,2,0,0,100,2
Menstrual_cycle,80,5,0,0,80,5
Menopause,100,20,100,17,100,3
Semen,0,0,0,0,0,0
Ontogeny,100,1,0,0,100,1
plant_cuticle,0,0,0,0,0,0
Egg,100,39,0,0,100,39
Embryo,44,9,0,0,44,9
Fetus,100,2,0,0,100,2
Imago,0,0,0,0,0,0
Larva,0,0,0,0,0,0
Longevity,60,5,0,0,60,5
Metamorphosis,100,1,0,0,100,1
Microbial_cyst,0,0,0,0,0,0
Moulting,0,0,0,0,0,0
Nymph_(biology),0,0,0,0,0,0
Puberty,67,3,0,0,67,3
Pupa,0,0,0,0,0,0
Spore,0,0,0,0,0,0
Tadpole,0,1,0,0,0,1
Animal,92,64,0,0,92,64
Arthropod,98,52,0,0,98,52
Chelicerata,100,14,0,0,100,14
Chordate,100,50,0,0,100,50
Gnathostomata,0,0,0,0,0,0
Hexapoda,0,0,0,0,0,0
Invertebrate,20,5,0,0,20,5
Nematode,100,44,0,0,100,44
Tetrapod,100,1,0,0,100,1
Vertebrate,75,8,0,0,75,8
Mite,100,52,0,0,100,52
Arachnid,100,54,0,0,100,54
Opiliones,100,5,0,0,100,5
Pseudoscorpion,100,3,0,0,100,3
Scorpion,83,12,0,0,83,12
Solifugae,0,0,0,0,0,0
Spider,100,3,0,0,100,3
Tarantula,0,0,0,0,0,0
Crustacean,92,61,0,0,92,61
Amphipoda,50,2,0,0,50,2
Branchiopoda,100,6,0,0,100,6
Crab,94,17,0,0,94,17
Decapod,100,36,0,0,100,36
Krill,100,3,0,0,100,3
Lobster,88,8,0,0,88,8
Malacostraca,100,50,0,0,100,50
Insect,95,57,0,0,95,57
Caddisfly,100,3,0,0,100,3
Earwig,100,2,0,0,100,2
Flea,100,6,0,0,100,6
Louse,0,1,0,0,0,1
Mantis,100,1,0,0,100,1
Mecoptera,0,0,0,0,0,0
Neuroptera,100,3,0,0,100,3
Antlion,0,1,0,0,0,1
Phasmatodea,50,2,0,0,50,2
Plecoptera,0,0,0,0,0,0
Psocoptera,100,3,0,0,100,3
Strepsiptera,0,0,0,0,0,0
Thrips,100,51,0,0,100,51
Beetle,96,56,0,0,96,56
Curculionidae,0,50,0,0,0,50
Coccinellidae,0,34,0,0,0,34
Firefly,0,6,0,0,0,6
Ground_beetle,0,50,0,0,0,50
Leaf_beetle,0,41,0,0,0,41
Colorado_potato_beetle,0,0,0,0,0,0
Longhorn_beetle,0,50,0,0,0,50
Scarabaeidae,0,50,0,0,0,50
Cockroach,0,0,0,0,0,0
Termite,100,2,0,0,100,2
Fly,100,52,0,0,100,52
Drosophila_melanogaster,100,4,0,0,100,4
http://dbpedia.org/resource/Horse-fly,0,0,0,0,0,0
Housefly,0,0,0,0,0,0
Mosquito,48,23,0,0,48,23
Tsetse_fly,100,1,0,0,100,1
Hemiptera,100,52,0,0,100,52
Cicada,0,0,0,0,0,0
Heteroptera,100,50,0,0,100,50
Bed_bug,100,18,100,18,0,0
Gerridae,0,3,0,0,0,3
Aphid,50,2,0,0,50,2
Hymenoptera,100,52,0,0,100,52
Ant,6,17,0,0,6,17
Bee,75,8,0,0,75,8
Bumblebee,100,1,0,0,100,1
Western_honey_bee,0,0,0,0,0,0
Wasp,100,1,0,0,100,1
Lepidoptera,94,64,0,0,94,64
Butterfly,100,3,0,0,100,3
Swallowtail_butterfly,0,10,0,0,0,10
Lycaenidae,4,26,0,0,4,26
Nymphalidae,0,50,0,0,0,50
Pieridae,0,8,0,0,0,8
Pieris_brassicae,0,0,0,0,0,0
Skipper_(butterfly),2,51,0,0,2,51
Moth,50,2,0,0,50,2
Bombyx_mori,100,1,0,0,100,1
Geometer_moth,0,24,0,0,0,24
Sphingidae,0,3,0,0,0,3
Odonata,100,23,0,0,100,23
Damselfly,100,5,0,0,100,5
Dragonfly,100,3,0,0,100,3
Orthoptera,100,12,0,0,100,12
Cricket_(insect),0,3,0,0,0,3
Grasshopper,20,5,0,0,20,5
Mole_cricket,0,0,0,0,0,0
Tettigoniidae,0,6,0,0,0,6
Cnidaria,100,14,0,0,100,14
Coral,100,2,0,0,100,2
Jellyfish,0,0,0,0,0,0
Mollusca,98,56,0,0,98,56
Bivalvia,100,3,0,0,100,3
Octopus,100,3,0,0,100,3
Squid,100,4,0,0,100,4
Slug,0,0,0,0,0,0
Snail,0,0,0,0,0,0
Springtail,75,4,0,0,75,4
Myriapoda,100,8,0,0,100,8
Centipede,89,9,0,0,89,9
Millipede,90,30,0,0,90,30
Sea_spider,100,1,0,0,100,1
Amphibian,80,20,0,0,80,20
Caecilian,100,1,0,0,100,1
Frog,62,8,0,0,62,8
Salamander,100,1,0,0,100,1
True_frog,0,0,0,0,0,0
Bird,71,14,0,0,71,14
Archaeopteryx,0,0,0,0,0,0
Grebe,0,0,0,0,0,0
Flamingo,0,2,0,0,0,2
Hummingbird,0,0,0,0,0,0
Mousebird,0,0,0,0,0,0
Penguin,25,4,0,0,25,4
Sandgrouse,0,0,0,0,0,0
Tinamou,0,0,0,0,0,0
Tropicbird,0,0,0,0,0,0
Accipiter,0,0,0,0,0,0
Eagle,0,19,0,0,0,19
Falcon,0,11,0,0,0,11
New_World_vulture,0,0,0,0,0,0
Osprey,100,1,0,0,100,1
Secretarybird,0,0,0,0,0,0
Anatidae,100,1,0,0,100,1
Duck,47,15,0,0,47,15
Goose,50,2,0,0,50,2
Swan,0,6,0,0,0,6
Swift,0,0,0,0,0,0
Nightjar,0,0,0,0,0,0
Nightjar,0,0,0,0,0,0
Charadriiformes,0,0,0,0,0,0
Auk,0,0,0,0,0,0
Buttonquail,0,0,0,0,0,0
Gull,100,2,0,0,100,2
Sandpiper,0,0,0,0,0,0
Skua,0,0,0,0,0,0
Tern,100,1,0,0,100,1
Heron,0,0,0,0,0,0
Ibis,0,0,0,0,0,0
Shoebill,0,0,0,0,0,0
Spoonbill,0,0,0,0,0,0
Stork,100,1,0,0,100,1
Dodo,0,5,0,0,0,5
Columbidae,33,3,0,0,33,3
Passenger_pigeon,100,1,0,0,100,1
Bee-eater,0,0,0,0,0,0
Hornbill,100,1,0,0,100,1
Hoopoe,0,0,0,0,0,0
Cuckoo,0,0,0,0,0,0
Hoatzin,0,0,0,0,0,0
Turaco,0,0,0,0,0,0
Galliformes,100,1,0,0,100,1
Chicken,92,79,0,0,92,79
Grouse,0,0,0,0,0,0
Guineafowl,100,3,0,0,100,3
Common_pheasant,0,0,0,0,0,0
Common_quail,0,0,0,0,0,0
Turkey_(bird),50,2,0,0,50,2
Gruiformes,0,0,0,0,0,0
Crane_(bird),0,1,0,0,0,1
Bustard,0,0,0,0,0,0
Rail_(bird),0,0,0,0,0,0
Passerine,0,0,0,0,0,0
Songbird,100,2,0,0,100,2
Bird-of-paradise,0,0,0,0,0,0
Corvidae,100,1,0,0,100,1
Crow,20,5,0,0,20,5
Eurasian_magpie,0,0,0,0,0,0
Shrike,0,0,0,0,0,0
Bulbul,100,1,0,0,100,1
Bunting_(bird),0,0,0,0,0,0
Finch,0,2,0,0,0,2
Lark,0,1,0,0,0,1
Motacillidae,0,0,0,0,0,0
Old_World_flycatcher,0,0,0,0,0,0
European_robin,0,0,0,0,0,0
Common_nightingale,0,0,0,0,0,0
Nuthatch,0,0,0,0,0,0
Sparrow,0,0,0,0,0,0
Starling,0,0,0,0,0,0
Sunbird,0,0,0,0,0,0
Swallow,0,0,0,0,0,0
Tit_(bird),0,0,0,0,0,0
Thrush_(bird),0,0,0,0,0,0
Wren,0,0,0,0,0,0
Cormorant,100,1,0,0,100,1
Sulidae,0,0,0,0,0,0
Frigatebird,0,0,0,0,0,0
Pelican,0,0,0,0,0,0
Piciformes,0,0,0,0,0,0
Honeyguide,0,0,0,0,0,0
Toucan,0,1,0,0,0,1
Woodpecker,0,0,0,0,0,0
Albatross,0,0,0,0,0,0
Procellariidae,100,1,0,0,100,1
Storm_petrel,0,0,0,0,0,0
Parrot,50,4,0,0,50,4
Budgerigar,0,0,0,0,0,0
Cockatoo,0,0,0,0,0,0
Cassowary,0,0,0,0,0,0
Emu,0,1,0,0,0,1
Kiwi,0,0,0,0,0,0
Moa,100,1,0,0,100,1
Ostrich,0,0,0,0,0,0
Rhea_(bird),0,0,0,0,0,0
Owl,0,4,0,0,0,4
True_owl,0,0,0,0,0,0
Eurasian_eagle-owl,0,0,0,0,0,0
Little_owl,0,0,0,0,0,0
Barn-owl,0,0,0,0,0,0
Trogon,0,0,0,0,0,0
Fish,92,26,0,0,92,26
Chondrichthyes,100,33,0,0,100,33
Acanthodii,75,4,0,0,75,4
Osteichthyes,0,0,0,0,0,0
Actinopterygii,92,12,0,0,92,12
Sarcopterygii,0,0,0,0,0,0
Placoderm,97,39,0,0,97,39
Electric_eel,0,0,0,0,0,0
Anglerfish,0,0,0,0,0,0
Mullet_(fish),0,0,0,0,0,0
Flathead_grey_mullet,100,2,0,0,100,2
Arapaima,0,0,0,0,0,0
Batomorphi,100,4,0,0,100,4
Sawfish,0,1,0,0,0,1
Electric_ray,0,0,0,0,0,0
Characiformes,0,0,0,0,0,0
Serrasalmidae,0,0,0,0,0,0
Sturgeon,100,1,0,0,100,1
Clupeiformes,0,0,0,0,0,0
Anchovy,100,11,0,0,100,11
Clupeidae,0,0,0,0,0,0
Cypriniformes,100,1,0,0,100,1
Cyprinidae,0,1,0,0,0,1
Common_bream,0,0,0,0,0,0
Carassius,0,0,0,0,0,0
Eurasian_carp,0,0,0,0,0,0
Goldfish,0,1,0,0,0,1
Grass_carp,0,0,0,0,0,0
Tench,0,0,0,0,0,0
Guppy,100,1,0,0,100,1
Eel,100,2,0,0,100,2
Gadiformes,0,0,0,0,0,0
Burbot,100,1,0,0,100,1
Haddock,100,4,0,0,100,4
Perciformes,100,1,0,0,100,1
Cichlid,0,0,0,0,0,0
Goby,0,0,0,0,0,0
European_bass,0,0,0,0,0,0
Swordfish,0,0,0,0,0,0
Remora,0,0,0,0,0,0
Scombridae,0,0,0,0,0,0
Thunnus,0,0,0,0,0,0
Flatfish,0,0,0,0,0,0
Turbot,0,0,0,0,0,0
Salmonidae,20,5,0,0,20,5
Trout,100,4,0,0,100,4
Scorpaeniformes,0,0,0,0,0,0
Shark,50,8,0,0,50,8
Great_white_shark,67,3,0,0,67,3
Hammerhead_shark,0,0,0,0,0,0
Tiger_shark,0,0,0,0,0,0
Whale_shark,100,2,0,0,100,2
catfish,0,0,0,0,0,0
Wels_catfish,0,0,0,0,0,0
Seahorse,0,2,0,0,0,2
Tetraodontidae,100,2,0,0,100,2
Mammal,98,54,0,0,98,54
Aardvark,0,2,0,0,0,2
Armadillo,0,0,0,0,0,0
Colugo,0,0,0,0,0,0
Pangolin,0,0,0,0,0,0
Treeshrew,0,0,0,0,0,0
Bat,40,5,0,0,40,5
Megabat,0,4,0,0,0,4
Microbat,0,0,0,0,0,0
Vampire_bat,0,0,0,0,0,0
Carnivora,60,5,0,0,60,5
Bear,0,7,0,0,0,7
Brown_bear,0,11,0,0,0,11
Giant_panda,43,7,0,0,43,7
Polar_bear,60,5,0,0,60,5
Canidae,0,0,0,0,0,0
Dog,10,30,0,0,10,30
Fox,0,4,0,0,0,4
Coyote,0,2,0,0,0,2
Wolf,25,8,0,0,25,8
Jackal,0,0,0,0,0,0
Felidae,0,0,0,0,0,0
Cat,9,22,0,0,9,22
Cheetah,0,2,0,0,0,2
Cougar,0,18,0,0,0,18
Jaguar,0,8,0,0,0,8
Leopard,0,0,0,0,0,0
Lion,11,19,0,0,11,19
Lynx,0,0,0,0,0,0
Tiger,7,14,0,0,7,14
Hyena,0,0,0,0,0,0
Mongoose,100,1,0,0,100,1
Mustelidae,0,0,0,0,0,0
Procyonidae,0,0,0,0,0,0
Skunk,0,0,0,0,0,0
Viverridae,0,0,0,0,0,0
Cetacea,0,0,0,0,0,0
Marine_mammal,50,2,0,0,50,2
Whale,0,1,0,0,0,1
Blue_whale,0,0,0,0,0,0
Oceanic_dolphin,0,0,0,0,0,0
Orca,100,2,0,0,100,2
Humpback_whale,0,0,0,0,0,0
Porpoise,0,0,0,0,0,0
Sperm_whale,0,3,0,0,0,3
Erinaceidae,0,0,0,0,0,0
Hedgehog,0,2,0,0,0,2
Even-toed_ungulate,0,0,0,0,0,0
Ruminant,0,0,0,0,0,0
Bovidae,0,1,0,0,0,1
African_buffalo,50,2,0,0,50,2
American_bison,100,4,0,0,100,4
Antelope,0,0,0,0,0,0
Capra_(genus),0,0,0,0,0,0
Cattle,18,11,0,0,18,11
Gazelle,0,0,0,0,0,0
Gaur,0,3,0,0,0,3
Goat,55,11,0,0,55,11
